run,a,b,h,score_validation,score_test
0,1.0,1.0,1.5,0.8865118835938773,0.8234200743494424
0,1.0,1.0,1.75,0.8923451612512517,0.830323951141795
0,1.0,1.0,2.0,0.8934943130426696,0.8344397238449283
0,1.0,1.25,0.0,0.12206237035804135,0.1048858204992034
0,1.0,1.25,0.25,0.24571414282661178,0.20910780669144982
0,1.0,1.25,0.5,0.42469644881152335,0.3671003717472119
0,1.0,1.25,0.75,0.5992590213612049,0.531465746149761
0,1.0,1.25,1.0,0.7251195470282127,0.6512214551248009
0,1.0,1.25,1.25,0.7963579718010059,0.7302177376526819
0,1.0,1.25,1.5,0.8334803960064905,0.7716409984067977
0,1.0,1.25,1.75,0.8516877239003804,0.7912904938927243
0,1.0,1.25,2.0,0.8645920827614338,0.8024429102496017
0,1.0,1.5,0.0,0.06885268063136928,0.06027615507169411
0,1.0,1.5,0.25,0.09103800694914108,0.07859798194370685
0,1.0,1.5,0.5,0.1702322332154566,0.14418481147105683
0,1.0,1.5,0.75,0.30838042347329686,0.2656664896441848
0,1.0,1.5,1.0,0.4641161998286353,0.40626659585767394
0,1.0,1.5,1.25,0.6128701718687548,0.5456718003186405
0,1.0,1.5,1.5,0.7184902789775784,0.6509559214020181
0,1.0,1.5,1.75,0.7820394826550829,0.7203929899097186
0,1.0,1.5,2.0,0.8153612900881555,0.7561072756240043
0,1.0,1.75,0.0,0.053384805268938317,0.04394583112055231
0,1.0,1.75,0.25,0.06080928229586556,0.05018587360594796
0,1.0,1.75,0.5,0.08051986107969164,0.06824216675517791
0,1.0,1.75,0.75,0.13178405698405088,0.11032926181625066
0,1.0,1.75,1.0,0.22874375892036306,0.19622942113648434
0,1.0,1.75,1.25,0.3554010954684458,0.3116038236856081
0,1.0,1.75,1.5,0.4842681619861744,0.43348380244291024
0,1.0,1.75,1.75,0.6141068032896092,0.5466011683483802
0,1.0,1.75,2.0,0.7043482337827653,0.6412639405204461
0,1.0,2.0,0.0,0.04560712777300462,0.040626659585767395
0,1.0,2.0,0.25,0.049495927450123135,0.04195432819968136
0,1.0,2.0,0.5,0.05444546158886293,0.04673393520977164
0,1.0,2.0,0.75,0.0692058420295274,0.057488050982474774
0,1.0,2.0,1.0,0.10296961889903819,0.09067976633032396
0,1.0,2.0,1.25,0.17359119311821702,0.15175252257036645
0,1.0,2.0,1.5,0.2668379141949471,0.22822623473181095
0,1.0,2.0,1.75,0.3786463748308721,0.33191715347849177
0,1.0,2.0,2.0,0.4890403926151408,0.4341476367498672
0,1.25,0.0,0.0,0.8998586416707006,0.8194370685077005
0,1.25,0.0,0.25,0.8988864026805727,0.8153212958045671
0,1.25,0.0,0.5,0.8966766727109269,0.8117365905469994
0,1.25,0.0,0.75,0.8948206120604676,0.8081518852894317
0,1.25,0.0,1.0,0.8937600338822396,0.8043016463090813
0,1.25,0.0,1.25,0.8919922733490321,0.8004514073287308
0,1.25,0.0,1.5,0.8908431996993107,0.798194370685077
0,1.25,0.0,1.75,0.8888103434601066,0.796202867764206
0,1.25,0.0,2.0,0.887307756774592,0.7934147636749868
0,1.25,0.25,0.0,0.8896058650031863,0.8240839086563994
0,1.25,0.25,0.25,0.9010961326502187,0.8364312267657993
0,1.25,0.25,0.5,0.907901649297721,0.8406797663303239
0,1.25,0.25,0.75,0.9100226884416319,0.8398831651619756
0,1.25,0.25,1.0,0.9100225712290868,0.8382899628252788
0,1.25,0.25,1.25,0.9087852756038106,0.8360329261816251
0,1.25,0.25,1.5,0.9073713016023346,0.8331120552310144
0,1.25,0.25,1.75,0.9068411492611897,0.8305894848645778
0,1.25,0.25,2.0,0.9053385625756754,0.8283324482209241
0,1.25,0.5,0.0,0.8010433088632609,0.7241104620286777
0,1.25,0.5,0.25,0.8459426682185607,0.7782793414763675
0,1.25,0.5,0.5,0.8767895718342944,0.8118693574083908
0,1.25,0.5,0.75,0.8923459035973702,0.8266064790228359
0,1.25,0.5,1.0,0.9029520760881329,0.8362984599044079
0,1.25,0.5,1.25,0.9085203752520558,0.8404142326075411
0,1.25,0.5,1.5,0.91117184023305,0.8409453000531067
0,1.25,0.5,1.75,0.9107297926549149,0.8420074349442379
0,1.25,0.5,2.0,0.9100226102999353,0.8404142326075411
0,1.25,0.75,0.0,0.5156453742264461,0.4512745618693574
0,1.25,0.75,0.25,0.6827828836864752,0.6034253850238981
0,1.25,0.75,0.5,0.7737312230386727,0.7033988316516198
0,1.25,0.75,0.75,0.8183657992547626,0.758364312267658
0,1.25,0.75,1.0,0.8469149072086888,0.7899628252788105
0,1.25,0.75,1.25,0.8703376072934335,0.8104089219330854
0,1.25,0.75,1.5,0.8825345884452653,0.8223579394583113
0,1.25,0.75,1.75,0.8904892568841858,0.8271375464684015
0,1.25,0.75,2.0,0.8944663566785559,0.8291290493892725
0,1.25,1.0,0.0,0.22078897326889768,0.19291024960169942
0,1.25,1.0,0.25,0.36158862850773194,0.3175783324482209
0,1.25,1.0,0.5,0.5136127133414836,0.4596388741370154
0,1.25,1.0,0.75,0.6490200445173245,0.5807222517259693
0,1.25,1.0,1.0,0.734487955043519,0.6692777482740307
0,1.25,1.0,1.25,0.7870779029737994,0.7271640998406798
0,1.25,1.0,1.5,0.8192504023320609,0.7634094530005311
0,1.25,1.0,1.75,0.8420541420373805,0.784784917684546
0,1.25,1.0,2.0,0.8566376096767551,0.7987254381306426
0,1.25,1.25,0.0,0.0903307073816163,0.08218268720127456
0,1.25,1.25,0.25,0.15175984868641854,0.128518321826872
0,1.25,1.25,0.5,0.25287344600584577,0.22530536378120022
0,1.25,1.25,0.75,0.3719296271508014,0.3299256505576208
0,1.25,1.25,1.0,0.4923996260138397,0.45034519383961763
0,1.25,1.25,1.25,0.6088043812486497,0.5537705788635157
0,1.25,1.25,1.5,0.6961287040629385,0.6336962294211365
0,1.25,1.25,1.75,0.7540211912467234,0.6955655868295274
0,1.25,1.25,2.0,0.7902597156501799,0.7351301115241635
0,1.25,1.5,0.0,0.06487546362445414,0.05616038236856081
0,1.25,1.5,0.25,0.07512835750451366,0.064259160913436
0,1.25,1.5,0.5,0.10199847389266378,0.08988316516197557
0,1.25,1.5,0.75,0.17014455823177843,0.14723844928305896
0,1.25,1.5,1.0,0.26268468301625386,0.2334041423260754
0,1.25,1.5,1.25,0.36494708048946395,0.32912904938927245
0,1.25,1.5,1.5,0.46994951655685807,0.4289697291556028
0,1.25,1.5,1.75,0.5740683263181625,0.5231014338821031
0,1.25,1.5,2.0,0.6632491004913941,0.604089219330855
0,1.25,1.75,0.0,0.056390095852512236,0.046202867764206054
0,1.25,1.75,0.25,0.060897777767358885,0.0525756771109931
0,1.25,1.75,0.5,0.06867608039686604,0.057753584705257564
0,1.25,1.75,0.75,0.08343689061686228,0.07275624004248539
0,1.25,1.75,1.0,0.12462510544245195,0.10554965480616038
0,1.25,1.75,1.25,0.1889707683633964,0.16821561338289961
0,1.25,1.75,1.5,0.2678993910026869,0.23751991502920872
0,1.25,1.75,1.75,0.3503633784249994,0.31625066383430694
0,1.25,1.75,2.0,0.4428149295962848,0.40546999468932554
0,1.25,2.0,0.0,0.04905403615538164,0.04155602761550717
0,1.25,2.0,0.25,0.05382665749283148,0.044078597981943704
0,1.25,2.0,0.5,0.05692032633535369,0.04726500265533723
0,1.25,2.0,0.75,0.06284221667676648,0.054301646309081256
0,1.25,2.0,1.0,0.07468611457213709,0.06332979288369622
0,1.25,2.0,1.25,0.0989046487667482,0.08643122676579926
0,1.25,2.0,1.5,0.14044633755728278,0.12360594795539033
0,1.25,2.0,1.75,0.1990464368753792,0.17511949017525225
0,1.25,2.0,2.0,0.2610051053877528,0.23207647371216145
0,1.5,0.0,0.0,0.8892524301090896,0.8019118428040362
0,1.5,0.0,0.25,0.8894291084852897,0.7987254381306426
0,1.5,0.0,0.5,0.8880149391295719,0.7942113648433351
0,1.5,0.0,0.75,0.8864238179017156,0.7919543281996814
0,1.5,0.0,1.0,0.8848328920281012,0.7890334572490706
0,1.5,0.0,1.25,0.883683935590925,0.786510886882634
0,1.5,0.0,1.5,0.8824464836822555,0.7841210833775889
0,1.5,0.0,1.75,0.8805902667484029,0.782129580456718
0,1.5,0.0,2.0,0.8794412321695301,0.7800053106744557
0,1.5,0.25,0.0,0.866802086227018,0.8012480084970791
0,1.5,0.25,0.25,0.8848331655240397,0.814259160913436
0,1.5,0.25,0.5,0.8931413469987532,0.8220924057355284
0,1.5,0.25,0.75,0.8992397594329727,0.8256771109930962
0,1.5,0.25,1.0,0.9005655114588939,0.8260754115772703
0,1.5,0.25,1.25,0.9012724984596318,0.8256771109930962
0,1.5,0.25,1.5,0.9008307243774352,0.8244822092405736
0,1.5,0.25,1.75,0.9002120765647972,0.8224907063197026
0,1.5,0.25,2.0,0.8995049332806658,0.8199681359532661
0,1.5,0.5,0.0,0.7367866493348383,0.6585236325013276
0,1.5,0.5,0.25,0.7935302972939923,0.7282262347318109
0,1.5,0.5,0.5,0.828619357339244,0.7673924588422729
0,1.5,0.5,0.75,0.8554885750978821,0.7942113648433351
0,1.5,0.5,1.0,0.87546413237516,0.8085501858736059
0,1.5,0.5,1.25,0.885805326372471,0.8193043016463091
0,1.5,0.5,1.5,0.893671382127353,0.8250132766861391
0,1.5,0.5,1.75,0.8975601427336232,0.8284652150823154
0,1.5,0.5,2.0,0.899062885702531,0.8284652150823154
0,1.5,0.75,0.0,0.39879876676774295,0.34811471056824217
0,1.5,0.75,0.25,0.5511769507000128,0.4885820499203399
0,1.5,0.75,0.5,0.668464824319884,0.5974508762612852
0,1.5,0.75,0.75,0.7399679540901903,0.6764471587891662
0,1.5,0.75,1.0,0.7835426944741709,0.7253053637812003
0,1.5,0.75,1.25,0.8145655731908341,0.759691980881572
0,1.5,0.75,1.5,0.838871977723365,0.7819968135953266
0,1.5,0.75,1.75,0.8559307398885622,0.7964684014869888
0,1.5,0.75,2.0,0.8663602340031249,0.8073552841210834
0,1.5,1.0,0.0,0.1718228074514359,0.14976101964949548
0,1.5,1.0,0.25,0.26383336595749174,0.2384492830589485
0,1.5,1.0,0.5,0.3781163397022723,0.3377588953797132
0,1.5,1.0,0.75,0.4841799009397711,0.44198088157195964
0,1.5,1.0,1.0,0.5933375998699721,0.5432819968135953
0,1.5,1.0,1.25,0.6746515759422033,0.6188263409453001
0,1.5,1.0,1.5,0.7322785767115082,0.6747211895910781
0,1.5,1.0,1.75,0.7686937794911646,0.7180031864046734
0,1.5,1.0,2.0,0.7968002538042308,0.7485395645246946
0,1.5,1.25,0.0,0.08246437813079592,0.07421667551779076
0,1.5,1.25,0.25,0.11543310230740708,0.1007700477960701
0,1.5,1.25,0.5,0.17924787054108826,0.1569304301646309
0,1.5,1.25,0.75,0.2591493963749285,0.233935209771641
0,1.5,1.25,1.0,0.3445301398384733,0.31133828996282525
0,1.5,1.25,1.25,0.43600933480708576,0.3980350504514073
0,1.5,1.25,1.5,0.5289915853113927,0.48579394583112057
0,1.5,1.25,1.75,0.6153448803318522,0.564259160913436
0,1.5,1.25,2.0,0.67889377144257,0.6279872543813064
0,1.5,1.5,0.0,0.06328445960914306,0.055098247477429634
0,1.5,1.5,0.25,0.07062067558966702,0.061072756240042485
0,1.5,1.5,0.5,0.08361364713475887,0.07275624004248539
0,1.5,1.5,0.75,0.11896834987788407,0.10183218268720128
0,1.5,1.5,1.0,0.1740336704756837,0.15653212958045673
0,1.5,1.5,1.25,0.24350511613223605,0.21720658523632502
0,1.5,1.5,1.5,0.31562830026572086,0.2851832182687201
0,1.5,1.5,1.75,0.3912861459069575,0.3590015932023367
0,1.5,1.5,2.0,0.47268967236358705,0.4345459373340414
0,1.5,1.75,0.0,0.05762762590287847,0.04938927243759957
0,1.5,1.75,0.25,0.060721099391158974,0.051911842804036115
0,1.5,1.75,0.5,0.06425685488266437,0.054567180031864046
0,1.5,1.75,0.75,0.0726535708997196,0.06186935740839086
0,1.5,1.75,1.0,0.08944739364231342,0.07912904938927244
0,1.5,1.75,1.25,0.12506691859549676,0.10634625597450877
0,1.5,1.75,1.5,0.17058664488076164,0.1526818906001062
0,1.5,1.75,1.75,0.2279494876444303,0.20366436537440255
0,1.5,1.75,2.0,0.2869029827857749,0.2588953797132236
0,1.5,2.0,0.0,0.05311974863379011,0.04248539564524695
0,1.5,2.0,0.25,0.05665523062935714,0.04487519915029209
0,1.5,2.0,0.5,0.058864960599002994,0.050716941051513545
0,1.5,2.0,0.75,0.06222360793497672,0.0523101433882103
0,1.5,2.0,1.0,0.06717337649880659,0.056293149229952204
0,1.5,2.0,1.25,0.07574700531715176,0.06399362719065321
0,1.5,2.0,1.5,0.09510411013603297,0.08390865639936272
0,1.5,2.0,1.75,0.12595074025582811,0.10833775889537971
0,1.5,2.0,2.0,0.16545996351564182,0.1485661178969729
0,1.75,0.0,0.0,0.8757291890103079,0.7806691449814126
0,1.75,0.0,0.25,0.8774085322137191,0.7805363781200212
0,1.75,0.0,0.5,0.8774087275679608,0.7785448751991503
0,1.75,0.0,0.75,0.876171236588443,0.7761550716941051
0,1.75,0.0,1.0,0.8751989585274667,0.7733669676048858
0,1.75,0.0,1.25,0.8743150587254386,0.7703133297928837
0,1.75,0.0,1.5,0.8729893066995175,0.7684545937334042
0,1.75,0.0,1.75,0.8731661022882623,0.7673924588422729
0,1.75,0.0,2.0,0.8725472981922309,0.7651354221986192
0,1.75,0.25,0.0,0.8449710152911578,0.771109930961232
0,1.75,0.25,0.25,0.862913325620748,0.7916887944768985
0,1.75,0.25,0.5,0.8764364495069845,0.8004514073287308
0,1.75,0.25,0.75,0.8835956354736734,0.807886351566649
0,1.75,0.25,1.0,0.8893406520846447,0.8121348911311737
0,1.75,0.25,1.25,0.8918155559019837,0.8134625597450876
0,1.75,0.25,1.5,0.8926992603497702,0.8126659585767393
0,1.75,0.25,1.75,0.8919038950900837,0.8114710568242167
0,1.75,0.25,2.0,0.8911967127351039,0.8105416887944769
0,1.75,0.5,0.0,0.6744750538493968,0.5942644715878916
0,1.75,0.5,0.25,0.7448298913869488,0.6772437599575146
0,1.75,0.5,0.5,0.7856641633974134,0.7242432288900691
0,1.75,0.5,0.75,0.8147430720548492,0.7566383430695698
0,1.75,0.5,1.0,0.8404630989512212,0.7800053106744557
0,1.75,0.5,1.25,0.8596429784020257,0.7968667020711631
0,1.75,0.5,1.5,0.8720169895676928,0.8053637812002125
0,1.75,0.5,1.75,0.8786458669098437,0.812931492299522
0,1.75,0.5,2.0,0.8843908053791181,0.8170472650026553
0,1.75,0.75,0.0,0.3220793661770699,0.2871747211895911
0,1.75,0.75,0.25,0.45465839771232364,0.40467339352097714
0,1.75,0.75,0.5,0.5659374483532223,0.5090281465746149
0,1.75,0.75,0.75,0.657681699956983,0.5924057355284121
0,1.75,0.75,1.0,0.7171650348726857,0.6582580987785449
0,1.75,0.75,1.25,0.757380619999664,0.70246946362188
0,1.75,0.75,1.5,0.7882274454737008,0.7353956452469463
0,1.75,0.75,1.75,0.811118977375244,0.7590281465746149
0,1.75,0.75,2.0,0.8317132606068564,0.77376526818906
0,1.75,1.0,0.0,0.1408874474350574,0.13050982474774298
0,1.75,1.0,0.25,0.21477925166041337,0.19264471587891663
0,1.75,1.0,0.5,0.29521042191436997,0.2683218268720127
0,1.75,1.0,0.75,0.3863362601305826,0.3497079129049389
0,1.75,1.0,1.0,0.4718945415289907,0.43295273499734466
0,1.75,1.0,1.25,0.5588669141414201,0.5165958576739246
0,1.75,1.0,1.5,0.6347897382761081,0.5827137546468402
0,1.75,1.0,1.75,0.6902953482638674,0.63688263409453
0,1.75,1.0,2.0,0.7304223597776556,0.6802973977695167
0,1.75,1.25,0.0,0.08016646525644347,0.07129580456718003
0,1.75,1.25,0.25,0.09784379709258188,0.08682952734997344
0,1.75,1.25,0.5,0.14088830699372093,0.12227827934147636
0,1.75,1.25,0.75,0.19922327153497252,0.17843866171003717
0,1.75,1.25,1.0,0.26383371759512675,0.24004248539564524
0,1.75,1.25,1.25,0.3317146280865482,0.2997875730217738
0,1.75,1.25,1.5,0.4049857918860006,0.369490175252257
0,1.75,1.25,1.75,0.48020260579115925,0.44264471587891663
0,1.75,1.25,2.0,0.5546237809406932,0.5130111524163569
0,1.75,1.5,0.0,0.06407998115222277,0.05496548061603824
0,1.75,1.5,0.25,0.06805754979677299,0.06014338821030271
0,1.75,1.5,0.5,0.07592391811844171,0.06638343069569835
0,1.75,1.5,0.75,0.09510418827772965,0.08297928836962294
0,1.75,1.5,1.0,0.1297514351699367,0.11192246415294742
0,1.75,1.5,1.25,0.17924822217872335,0.15852363250132767
0,1.75,1.5,1.5,0.2330753485217349,0.20910780669144982
0,1.75,1.5,1.75,0.28707970023282314,0.26367498672331385
0,1.75,1.5,2.0,0.3460324920988977,0.31625066383430694
0,1.75,1.75,0.0,0.05815785638571992,0.050053106744556555
0,1.75,1.75,0.25,0.060190907979165854,0.05031864046733935
0,1.75,1.75,0.5,0.0626658508673533,0.05377057886351567
0,1.75,1.75,0.75,0.06770388047758642,0.05735528412108338
0,1.75,1.75,1.0,0.07548194868200353,0.06545406266595857
0,1.75,1.75,1.25,0.09475051895854311,0.08258098778544876
0,1.75,1.75,1.5,0.12462498822990695,0.10581518852894317
0,1.75,1.75,1.75,0.1621897335094647,0.14418481147105683
0,1.75,1.75,2.0,0.2056757439968618,0.18481147105682422
0,1.75,2.0,0.0,0.055594691521977546,0.04460966542750929
0,1.75,2.0,0.25,0.05718577367898531,0.047663303239511415
0,1.75,2.0,0.5,0.05877654326920635,0.05045140732873075
0,1.75,2.0,0.75,0.061251408015697104,0.05058417419012214
0,1.75,2.0,1.0,0.0627541509846049,0.05350504514073287
0,1.75,2.0,1.25,0.06761561943118313,0.057886351566648966
0,1.75,2.0,1.5,0.07636573127148652,0.06678173127987254
0,1.75,2.0,1.75,0.09377843625180848,0.08258098778544876
0,1.75,2.0,2.0,0.11773085889836617,0.10236325013276686
0,2.0,0.0,0.0,0.8637973817061692,0.7603558151885289
0,2.0,0.0,0.25,0.8661837119103183,0.7598247477429634
0,2.0,0.0,0.5,0.867155794617053,0.7606213489113117
0,2.0,0.0,0.75,0.8666254078508182,0.7574349442379182
0,2.0,0.0,1.0,0.8662719729567216,0.7561072756240043
0,2.0,0.0,1.25,0.8649462600016488,0.7550451407328731
0,2.0,0.0,1.5,0.8641506993877208,0.7541157727031333
0,2.0,0.0,1.75,0.8640622820579242,0.7530536378120021
0,2.0,0.0,2.0,0.8622944824538681,0.7523898035050451
0,2.0,0.25,0.0,0.8173948886734783,0.7436271906532129
0,2.0,0.25,0.25,0.8396678509040798,0.7685873605947955
0,2.0,0.25,0.5,0.8553120530050755,0.7823951141795008
0,2.0,0.25,0.75,0.8667139033223114,0.7894317578332448
0,2.0,0.25,1.0,0.8738732846432422,0.7956718003186405
0,2.0,0.25,1.25,0.8783807321329988,0.798194370685077
0,2.0,0.25,1.5,0.8820930097173107,0.8005841741901222
0,2.0,0.25,1.75,0.8828885312603904,0.8003186404673394
0,2.0,0.25,2.0,0.8839491485094666,0.7987254381306426
0,2.0,0.5,0.0,0.6203833006505687,0.5468667020711631
0,2.0,0.5,0.25,0.6964829203740018,0.6306425916091344
0,2.0,0.5,0.5,0.7458022085187734,0.6816250663834307
0,2.0,0.5,0.75,0.7771791081922582,0.7215878916622411
0,2.0,0.5,1.0,0.8033413780210068,0.7458842272968667
0,2.0,0.5,1.25,0.8275588573027127,0.7683218268720128
0,2.0,0.5,1.5,0.8446176976096064,0.7826606479022836
0,2.0,0.5,1.75,0.8568146396905902,0.7932819968135953
0,2.0,0.5,2.0,0.8667135516846762,0.8012480084970791
0,2.0,0.75,0.0,0.27514687708662755,0.24707912904938928
0,2.0,0.75,0.25,0.3913741725282707,0.34731810939989377
0,2.0,0.75,0.5,0.48815731330092793,0.4391927774827403
0,2.0,0.75,0.75,0.5770742029644615,0.5261550716941051
0,2.0,0.75,1.0,0.6491964493975861,0.5925385023898035
0,2.0,0.75,1.25,0.7005485547107135,0.6436537440254912
0,2.0,0.75,1.5,0.7380240231018111,0.6840148698884758
0,2.0,0.75,1.75,0.7678985314440234,0.7146840148698885
0,2.0,0.75,2.0,0.7898179415679835,0.7396441848114711
0,2.0,1.0,0.0,0.1268339758534343,0.12028677642060542
0,2.0,1.0,0.25,0.18172246179164064,0.161311736590547
0,2.0,1.0,0.5,0.24739407209274794,0.22782793414763675
0,2.0,1.0,0.75,0.32057802975870237,0.29328199681359535
0,2.0,1.0,1.0,0.3934072241217167,0.36046202867764204
0,2.0,1.0,1.25,0.4653536126664565,0.43016463090812534
0,2.0,1.0,1.5,0.5405706219258568,0.4985395645246946
0,2.0,1.0,1.75,0.6088043421778012,0.5624004248539565
0,2.0,1.0,2.0,0.6581231224015444,0.6113913967073819
0,2.0,1.25,0.0,0.07813353087554256,0.07076473712161445
0,2.0,1.25,0.25,0.09121476346703769,0.08098778544875199
0,2.0,1.25,0.5,0.11994031537207366,0.10581518852894317
0,2.0,1.25,0.75,0.1632502726168443,0.14365374402549125
0,2.0,1.25,1.0,0.21619381172461463,0.19596388741370155
0,2.0,1.25,1.25,0.26772275169733534,0.24402549123738715
0,2.0,1.25,1.5,0.3253506901670005,0.2940785979819437
0,2.0,1.25,1.75,0.38562962476747964,0.35369091874668085
0,2.0,1.25,2.0,0.4469691375461866,0.41330323951141795
0,2.0,1.5,0.0,0.06381492451707456,0.05443441317047265
0,2.0,1.5,0.25,0.06611303274566871,0.057886351566648966
0,2.0,1.5,0.5,0.0730955794070061,0.06279872543813064
0,2.0,1.5,0.75,0.08396712109970372,0.07434944237918216
0,2.0,1.5,1.0,0.10624074753472715,0.09240573552841211
0,2.0,1.5,1.25,0.13876703342472002,0.12426978226234732
0,2.0,1.5,1.5,0.18092752631128606,0.16317047265002654
0,2.0,1.5,1.75,0.2278604451810602,0.20499203398831653
0,2.0,1.5,2.0,0.2728492767790618,0.2460169941582581
0,2.0,1.75,0.0,0.058865038740699684,0.04872543813064259
0,2.0,1.75,0.25,0.06072125567455233,0.05018587360594796
0,2.0,1.75,0.5,0.06204716398386686,0.05270844397238449
0,2.0,1.75,0.75,0.06461032884760924,0.05469994689325544
0,2.0,1.75,1.0,0.06885287598561099,0.05974508762612852
0,2.0,1.75,1.25,0.07884075230137064,0.06917153478491768
0,2.0,1.75,1.5,0.09899298795484816,0.08590015932023366
0,2.0,1.75,1.75,0.12444850520794873,0.10780669144981413
0,2.0,1.75,2.0,0.1548535565997891,0.13913967073818376
0,2.0,2.0,0.0,0.05585990444051912,0.045406266595857676
0,2.0,2.0,0.25,0.05798117800952,0.04965480616038237
0,2.0,2.0,0.5,0.05886507781154802,0.04938927243759957
0,2.0,2.0,0.75,0.0605444600858074,0.05164630908125332
0,2.0,2.0,1.0,0.06195874665407022,0.0524429102496017
0,2.0,2.0,1.25,0.0647872416488992,0.05483271375464684
0,2.0,2.0,1.5,0.06858789749215946,0.05921402018056293
0,2.0,2.0,1.75,0.07645407045958649,0.06704726500265534
0,2.0,2.0,2.0,0.09094990218613117,0.08165161975570898
